,ALARM_BOX_LOCATION,location,lat,lon
5666,GRAND CONCOURSE & E 167 ST,"Grand Concourse & E 167th St, The Bronx, NY 10452, USA",40.834513,-73.9179575
5667,32ND AVE AND 91ST ST,"32nd Ave & 91st St, Queens, NY 11369, USA",40.7585769,-73.87737179999998
5668,CHURCH AVE & STORY ST,"Story St & Church Ave, Brooklyn, NY 11218, USA",40.6420511,-73.9812283
5669,WOODRUFF AV & ST PAUL PL,"Woodruff Ave & St Pauls Pl, Brooklyn, NY 11226, USA",40.6532694,-73.96381439999998
5670,HEMPSTEAD AVE & SPRINGFIELD BLVD,"Springfield Blvd & Hempstead Ave, Queens, NY 11429, USA",40.7132689,-73.73588690000003
5671,PLIMPTON AVE & 169 ST,"Plimpton Ave & W 169th St, The Bronx, NY 10452, USA",40.84010120000001,-73.92475619999998
5672,21ST AVE AND 28TH ST,"28th Ave & 21st St, Queens, NY 11102, USA",40.7711352,-73.92681759999998
5673,JAMAICA AVE & 183 ST,"Jamaica Ave & 183rd St, Queens, NY 11423, USA",40.7089743,-73.77730369999998
5674,31 AVE & 96 ST,"31st Ave & 96th St, Queens, NY 11369, USA",40.7606247,-73.87288829999999
5675,101 AVE & 80 ST,"101st Ave & 80th St, Queens, NY 11416, USA",40.6806375,-73.85879179999998
5676,23 AV & 96 ST,"23rd Ave & 96th St, Queens, NY 11369, USA",40.7682911,-73.8742725
5677,LIVONIA AVE & E 98 ST,"E 98th St & Livonia Ave, Brooklyn, NY 11212, USA",40.66112639999999,-73.9186093
5678,DITMAS AVE & CHESTER ST,"Chester St & Ditmas Ave, Brooklyn, NY 11236, USA",40.6528393,-73.90741440000002
5679,2 AVE & 50 ST,"2nd Ave & E 50th St, New York, NY 10022, USA",40.7548795,-73.96851869999998
5680,40 AVE & 13 ST,"40 E 13th St, New York, NY 10003, USA",40.7344924,-73.99255529999998
5681,WEST FINGERBOARD RD & N RAILROAD AVE,"N Railroad Ave & W Fingerboard Rd, Staten Island, NY 10304, USA",40.6014505,-74.0858751
5682,CHERRY AVE & MURRAY ST,"Murray St & Cherry Ave, Queens, NY 11355, USA",40.7588111,-73.8111998
5683,BX RIV PKWY - GUN HILL RD N & CITY LINE,"1451 E Gun Hill Rd, The Bronx, NY 10469, USA",40.8692876,-73.84346959999998
5684,STUYVESANT TWN SVC RD-ENTER 16 ST & 1 AV,"1st Avenue & E 16th St, New York, NY 10003, USA",40.7326656,-73.9815974
5685,12 AVE & 55 ST,"W 55th St & 12th Ave, New York, NY 10019, USA",40.7698635,-73.9943402
5686,BELMONT AVE & NEW JERSEY AVE,"New Jersey Ave & Belmont Ave, Brooklyn, NY 11207, USA",40.6707715,-73.89456209999999
5687,COLDEN AVE & BOSTON RD,"Colden Ave & Boston Rd, The Bronx, NY 10469, USA",40.8676713,-73.8597386
5688,153 AVE & 84 ST,"153rd Ave & 84th St, Queens, NY 11414, USA",40.66632910000001,-73.85034739999998
5689,69 AVE & 228 ST,"69th Ave & 228th St, Queens, NY 11364, USA",40.7452325,-73.747727
5690,NORWAY AVE AND KRAMER ST,"Norway Ave & Kramer St, Staten Island, NY 10305, USA",40.5962846,-74.08044079999998
5691,BRINKERHOFF AVE & INWOOD ST.,"Brinkerhoff Ave & Inwood St, Queens, NY 11435, USA",40.68771950000001,-73.79987179999998
5692,AVENUE T & E 28 ST,"E 28th St & Avenue T, Brooklyn, NY 11229, USA",40.602473,-73.944242
5693,26 AVE & 201 ST,"201st St & 26th Ave, Queens, NY 11360, USA",40.7745758,-73.79035999999998
5694,ELIOT AVE & 77 PL,"Eliot Ave & 77th Pl, Queens, NY 11379, USA",40.72388,-73.88163399999998
5695,DORCHESTER RD & STRATFORD RD,"Stratford Rd & Dorchester Rd, Brooklyn, NY 11218, USA",40.63761420000001,-73.96751590000002
5696,113 AVE & 204 ST,"113th Ave & 204th St, Queens, NY 11412, USA",40.702286,-73.75171499999998
5697,30 AVE & 35 ST,"30th Ave & 35th St, Queens, NY 11103, USA",40.76540410000001,-73.9181882
5698,CLARENDON RD & E 34 ST,"E 34th St & Clarendon Rd, Brooklyn, NY 11203, USA",40.6434868,-73.94490959999997
5699,WOODHAVEN BLVD OPP 62 RD,"Woodhaven Blvd, Queens, NY, USA",40.70689429999999,-73.8589472
5700,32ND AVE AND 71ST ST,"71st St & 32nd Ave, Queens, NY 11370, USA",40.7566083,-73.8959743
5701,BMT SHUTTLE @ PARK PL & FRANKLIN AVE,"Park Pl, Brooklyn, NY 11238, USA",40.674736,-73.95785179999999
5702,21 AVE & 76 ST,"21st Ave & 76th St, Brooklyn, NY 11214, USA",40.6089132,-73.99018629999998
5703,MORRIS AVE & E 152 ST,"Morris Ave, The Bronx, NY, USA",40.8414282,-73.9094697
5704,FORSYTH ST & STANTON ST,"Forsyth St & Stanton St, New York, NY 10002, USA",40.7221866,-73.99089169999998
5705,DRUMGOOLE RD EAST AND WOODHULL AVE,"Drumgoole Rd E & Woodhull Ave, Staten Island, NY 10312, USA",40.53244160000001,-74.19749770000001
5706,MAPLE AVE & HIGHLAND AVE,"Highland Ave & Maple Ave, Brooklyn, NY 11224, USA",40.5790939,-74.0084033
5707,4 AVE & 68 ST,"68th St & 4th Ave, Brooklyn, NY 11220, USA",40.635318,-74.023235
5708,15 AVE & 70 ST,"15th Ave & 70th St, Brooklyn, NY 11228, USA",40.6204844,-74.0000807
5709,HOE AVE & 173 ST,"E 173rd St & Hoe Ave, The Bronx, NY 10460, USA",40.835391400000006,-73.88782030000002
5710,STUYVESANT & DEKALB AVES,"Dekalb Ave & Stuyvesant Ave, Brooklyn, NY 11221, USA",40.6933574,-73.93411970000002
5711,CLIFF & FULTON STS,"Fulton St & Cliff St, New York, NY 10038, USA",40.7083979,-74.00479190000001
5712,LAYTON AVE & CLARENCE AVE,"Clarence Ave & Layton Ave, The Bronx, NY 10465, USA",40.83534909999999,-73.81890109999998
5713,ANTHONY AVE & E 181 ST,"Anthony Ave & E 181st St, The Bronx, NY 10457, USA",40.854471,-73.9012517
5714,10TH AVE AND SCOTT SQUARE,"10th Ave, New York, NY, USA",40.7545893,-73.9991464
5715,HARWAY AVE & 28 AVE,"28th Ave & Harway Ave, Brooklyn, NY 11214, USA",40.5887769,-73.98596620000002
5716,BMT LP J-M-Z ESSEX ST & DELANCEY ST,"Delancey St-Essex St, New York, NY 10002, USA",40.7185592,-73.98818940000002
5717,NURGE AVE & 56 ST,"56th St & Nurge Ave, Queens, NY 11378, USA",40.7157375,-73.910513
5718,ENGERT AVE & HUMBOLDT ST,"Humboldt St & Engert Ave, Brooklyn, NY 11222, USA",40.7216735,-73.9447928
5719,COLUMBUS AVE & 96 ST,"W 96th St & Columbus Ave, New York, NY 10025, USA",40.79287670000001,-73.9675422
5720,SO. CONDUIT AVE & 127 ST,"127th St & S Conduit Ave, Queens, NY 11420, USA",40.666203,-73.813513
5721,109 AVE & 114 ST,"109th Ave & 114th St, Queens, NY 11420, USA",40.68106299999999,-73.82634449999998
5722,MACE AVE & COLDEN AVE,"Mace Ave & Colden Ave, The Bronx, NY 10469, USA",40.86307120000001,-73.85970470000002
5723,WEBSTER AVE & E GUN HILL RD,"Webster Ave & E Gun Hill Rd, The Bronx, NY 10467, USA",40.8786579,-73.8715575
5724,QUENTIN RD & MARINE PWAY,"Marine Pkwy & Quentin Rd, Brooklyn, NY 11229, USA",40.6118147,-73.9411658
5725,13 AVE & 59 ST,"13th Ave & 59th St, Brooklyn, NY 11219, USA",40.6294348,-73.99794399999998
5726,IND A-B-C-D ? W 125  ST & ST NICHOLAS AV,"W 125th St & St Nicholas Ave, New York, NY 10027, USA",40.81081320000001,-73.9525786
5727,NORTH GANNON AVE & PERRY AVE,"Gannon Ave N & Perry Ave, Staten Island, NY 10314, USA",40.608698,-74.1298604
5728,IRT 4&5 - E 138 ST & GRAND CONCOURSE,"5 E 138th St #4, New York, NY 10037, USA",40.8147098,-73.93592170000002
5729,STUYVESANT & PUTNAM AVES,"Putnam Ave, Brooklyn, NY, USA",40.6868921,-73.92518249999998
5730,HENRY HUDSON PKWY W & W 232 ST,"Henry Hudson Pkwy/W 232 St, The Bronx, NY 10463, USA",40.88443400000001,-73.91456600000002
5731,FORT HAMILTON PWAY & 60 ST,"968 60th St, Brooklyn, NY 11219, USA",40.6331782,-74.00609779999998
5732,WESTCHESTER AVE & SIMPSON ST,"Simpson St & Westchester Ave, The Bronx, NY 10459, USA",40.8241338,-73.8929505
5733,HEBERTON AVE AND ANN ST,"Heberton Ave & Ann St, Staten Island, NY 10302, USA",40.6379417,-74.1305055
5734,14 AVE & 53 ST,"53rd St & 14th Ave, Brooklyn, NY 11219, USA",40.631456,-73.992246
5735,FRANKLIN AVE & UNION ST,"Union St & Franklin Ave, Brooklyn, NY 11225, USA",40.6697838,-73.95829090000002
5736,30TH AVE AND 33RD ST,"33-01 30th Ave, Astoria, NY 11103, USA",40.7662131,-73.91931740000003
5737,33RD AVE AND 145TH ST,"33rd Ave & 145th St, Queens, NY 11354, USA",40.768319,-73.8230916
5738,NORTHERN BLVD & 106 ST,"106th St & Northern Blvd, Queens, NY 11368, USA",40.7576983,-73.86280200000002
5739,ROOSEVELT AVE & 94 ST,"Roosevelt Ave & 94th St, Queens, NY 11372, USA",40.748852,-73.872373
5740,EDWARDS AVE & LATTING ST,"Latting St & Edwards Ave, The Bronx, NY 10461, USA",40.83825849999999,-73.83656189999998
5741,WADSWORTH AVE & W 186 ST,"Wadsworth Ave & W 186th St, New York, NY 10033, USA",40.8528978,-73.9327454
5742,BAY RIDGE AVE & SHORE RD,"Shore Rd & Bay Ridge Ave, Brooklyn, NY 11209, USA",40.6388208,-74.03597009999999
5743,TRUMP TOWER RESP ZONE- W56 ST - 5-6 AVES,"725 5th Ave, New York, NY 10022, USA",40.7624284,-73.973794
5744,33 AVE & CRESCENT ST,"33rd Ave & Crescent St, Queens, NY 11106, USA",40.7628364,-73.9289863
5745,137 AVE & 227 ST,"137th Ave & 227th St, Queens, NY 11413, USA",40.6738056,-73.74505649999998
5746,FRESH POND RD AND 70TH AVE,"70th Ave & Fresh Pond Rd, Queens, NY 11385, USA",40.702593,-73.895202
5747,32 AVE & 202 ST,"202nd St & 32nd Ave, Queens, NY 11360, USA",40.77022849999999,-73.7875593
5748,BRYANT AVE & ALDUS ST,"Aldus St & Bryant Ave, The Bronx, NY 10459, USA",40.8232428,-73.8885559
5749,90 AVE & 198 ST,"90th Ave & 198th St, Queens, NY 11423, USA",40.71596479999999,-73.76226329999999
5750,PENELOPE AVE & WOODHAVEN BLVD,"Penelope Ave & Woodhaven Blvd, Queens, NY 11379, USA",40.7226197,-73.8677368
5751,ABINGDON AVE AND EAST STROUD AVE,"Abingdon Ave & E Stroud Ave, Staten Island, NY 10308, USA",40.5554558,-74.1582895
5752,THROOP AVE & PULASKI ST,"Throop Ave & Pulaski St, Brooklyn, NY 11206, USA",40.693091,-73.94295100000002
5753,BRIDGE ST & TILLARY ST,"Tillary St & Bridge St, Brooklyn, NY 11201, USA",40.6959764,-73.985084
5754,SEAGIRT BLVD & BEACH 28 ST,"Seagirt Blvd & B 28 St, Queens, NY 11691, USA",40.596241600000006,-73.7613083
5755,CHAMPLAIN AVE AND PEEL ST,"Champlain Ave, Staten Island, NY 10306, USA",40.56143529999999,-74.12646509999998
5756,MACE AVE & KINGSLAND AVE,"Mace Ave & Kingsland Ave, The Bronx, NY 10469, USA",40.8626939,-73.83892809999998
5757,39 AVE & 31 ST,"31st St & 39th Ave, Queens, NY 11101, USA",40.7526945,-73.932906
5758,JAMAICA AVE & 150 ST,"Jamaica Ave & 150th St, Queens, NY 11435, USA",40.7021245,-73.80444809999999
5759,5 AVE & 8 ST,"5th Ave & E 8th St, New York, NY 10011, USA",40.7322623,-73.9963688
5760,NEPTUNE AVE & W 25 ST,"W 25th St & Neptune Ave, Brooklyn, NY 11224, USA",40.5781682,-73.9926176
5761,CLIFFSIDE AVE & TARGEE ST,"Targee St & Cliffside Ave, Staten Island, NY 10304, USA",40.6134162,-74.08486629999999
5762,WILDER AVE & 241 ST,"Wilder Ave & E 241st St, The Bronx, NY 10466, USA",40.9018208,-73.84548769999998
5763,JORALEMON ST & SIDNEY PL,"Joralemon St & Sidney Pl, Brooklyn, NY 11201, USA",40.69300550000001,-73.9941788
5764,1 AVE & 96 ST,"1st Avenue & E 96th St, New York, NY 10029, USA",40.783286,-73.9447038
5765,40 AVE & 214 PL,"214th Pl & 40th Ave, Queens, NY 11361, USA",40.76453070000001,-73.7696411
5766,MYRTLE AVE & BUSHWICK AVE,"Myrtle Ave & Bushwick Ave, Brooklyn, NY 11221, USA",40.6973236,-73.93229520000001
5767,WASHINGTON & CHARLES STS,"303 W 10th St, New York, NY 10014, USA",40.733426,-74.00954569999998
5768,NEREID & HILL AVES,"Nereid Ave, New York, NY, USA",40.89812360000001,-73.85119200000003
5769,62 AVE & BOOTH ST,"Booth St & 62nd Ave, Queens, NY 11374, USA",40.7303446,-73.86761899999998
5770,HUDSON & HUBERT STS,"Hudson St, New York, NY, USA",40.7408398,-74.00513819999998
5771,AVENUE C & E 8 ST,"Loisaida Ave & E 8th St, New York, NY 10009, USA",40.7247037,-73.9784186
5772,LIVONIA AVE & WYONA ST,"Wyona St & Livonia Ave, Brooklyn, NY 11207, USA",40.665172,-73.89122059999998
5773,CLINTON AVE & CASSIDY PL,"Clinton Ave & Cassidy Pl, Staten Island, NY 10301, USA",40.64179379999999,-74.098097
5774,FOREST AVE & CLOVE RD,"Clove Rd & Forest Ave, Staten Island, NY 10310, USA",40.6278543,-74.1212103
5775,COLUMBUS AVE & 82 ST,"W 82nd St & Columbus Ave, New York, NY 10024, USA",40.783907,-73.9740661
5776,111 AVE & 160 ST,"111th Ave & 160th St, Queens, NY 11433, USA",40.6909702,-73.7897995
5777,BUSHWICK AVE & DEKALB AVE,"Dekalb Ave & Bushwick Ave, Brooklyn, NY 11221, USA",40.69522070000001,-73.92846870000002
5778,ROCKY HILL RD & 202 ST,"Rocky Hill Rd & 202nd St, Queens, NY 11361, USA",40.75348029999999,-73.77914260000001
5779,WESTCHESTER & COLGATE AVES,"Colgate Ave & Westchester Ave, The Bronx, NY 10472, USA",40.8283678,-73.8819795
5780,ROOSEVELT AVE & 58 ST,"Roosevelt Ave & 58th St, Queens, NY 11377, USA",40.7453917,-73.90664009999998
5781,89 AVE & 182 PL,"182nd Pl & 89th Ave, Queens, NY 11423, USA",40.71224960000001,-73.77927369999998
5782,GUNTHER & PITMAN AVES,"Pitman Ave, The Bronx, NY 10466, USA",40.8963,-73.8468594
5783,LEFFERTS BLVD & GRENFELL ST,"Grenfell St & Lefferts Blvd, Queens, NY 11415, USA",40.7086309,-73.8306679
5784,IRVING PL & E 19 ST,"E 19th St & Irving Pl, New York, NY 10003, USA",40.7370595,-73.98653360000002
5785,70 AVE & 66 ST,"70th Ave & 66th St, Queens, NY 11385, USA",40.704179,-73.889517
5786,WHITE PLAINS RD & 219 ST,"White Plains Rd & E 219th St, The Bronx, NY 10467, USA",40.8835773,-73.8628035
5787,17 AVE & 80 ST,"17th Ave & 80th St, Brooklyn, NY 11214, USA",40.611995,-74.00131800000003
5788,34 AVE & 91 ST,"34th Ave & 91st St, Queens, NY 11372, USA",40.7546525,-73.87666449999998
5789,107 AVE & 107 ST,"107th Ave & 107th St, Queens, NY 11417, USA",40.6814249,-73.83367829999997
5790,JEWEL AV/H VAN ARSDALE JR AV & 164 ST,"15811 Jewel Ave, Fresh Meadows, NY 11365, USA",40.7323552,-73.8104172
5791,DITMARS BLVD AND 43RD ST,"Ditmars Blvd & 43rd St, Queens, NY 11105, USA",40.7713296,-73.90390500000002
5792,16 AVE & 55 ST,"16th Ave & 55th St, Brooklyn, NY 11204, USA",40.627676,-73.98900900000002
5793,BARKER AVE & THWAITES PL,"Thwaites Pl & Barker Ave, The Bronx, NY 10467, USA",40.8588707,-73.86952459999998
5794,10 AVE & 46 ST,"W 46th St & 10th Ave, New York, NY 10036, USA",40.7621935,-73.99361259999998
5795,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,,,
5796,KNICKERBOCKER AVE & GEORGE ST,"George St & Knickerbocker Ave, Brooklyn, NY 11237, USA",40.704526,-73.928395
5797,QUEENS BLVD & 48 ST,"Queens Blvd & 48th St, Queens, NY 11377, USA",40.7428066,-73.9168995
5798,HOLLIS AVE & 211 ST,"211th St, Queens, NY, USA",40.7166104,-73.74982390000002
5799,17 AVE & 82 ST,"82nd St & 17th Ave, Brooklyn, NY 11214, USA",40.610878,-74.002488
5800,FLATLAND AVE & E 84 ST,"Flatlands Ave & E 84th St, Brooklyn, NY 11236, USA",40.6373568,-73.91032849999998
5801,CENTRE ST & WORTH ST,"Centre St & Worth St, New York, NY 10013, USA",40.7151705,-74.0021222
5802,164 AVE & 87 ST,"164th Ave & 87th St, Queens, NY 11414, USA",40.65001549999999,-73.8434007
5803,94 ST & 40 DR,"94th St & 40th Dr, Queens, NY 11373, USA",40.74749110000001,-73.87206859999998
5804,17 AVE & 163 ST,"17th Ave & 163rd St, Queens, NY 11357, USA",40.7830488,-73.8001512
5805,BROADWAY AND 212TH ST,"512 W 212th St, New York, NY 10034, USA",40.86793,-73.91766820000002
5806,MIDDAGH ST & COLUMBIA HTS,"24 Middagh St, Brooklyn, NY 11201, USA",40.7005842,-73.9941466
5807,SHORE RD & RICHMOND RD,"Shore Rd & Richmond Rd, Queens, NY 11363, USA",40.779567,-73.75390999999998
5808,STOBE AND NORTH RAILROAD AVES,"809 N Railroad Ave, West Palm Beach, FL 33401, USA",26.720388,-80.05548499999998
5809,ANDERSON AVE & 162 ST,"W 162nd St & Anderson Ave, The Bronx, NY 10452, USA",40.8310031,-73.92811529999999
5810,107 AVE & 90 ST,"107th Ave & 90th St, Queens, NY 11417, USA",40.67827450000001,-73.8479363
5811,38 AVE & 32 ST,"32nd St & 38th Ave, Queens, NY 11101, USA",40.7533813,-73.93125500000002
5812,CLARENDON RD & EAST 57 ST,"E 57th St & Clarendon Rd, Brooklyn, NY 11203, USA",40.6448451,-73.9228562
5813,AMBOY RD 500' W OF SEELY LA,"500 W Sunrise Hwy, Valley Stream, NY 11581, USA",40.664627,-73.7207468
5814,53 AVE & 73 ST,"53rd Ave & 73rd St, Queens, NY 11373, USA",40.73125200000001,-73.8905209
5815,IND B&D-KINGSBRIDGE RD & GRAND CONCOURSE,"Grand Concourse & E Kingsbridge Rd, The Bronx, NY 10458, USA",40.8659148,-73.89429439999998
5816,ALBANY AVE & AVENUE H,"Albany Ave & Avenue H, Brooklyn, NY 11210, USA",40.6323167,-73.9370291
5817,AVENUE N & E 56 ST,"Avenue N & E 56th St, Brooklyn, NY 11234, USA",40.61931939999999,-73.9211091
5818,MULINER AVE & NEILL AVE,"Neill Ave & Muliner Ave, The Bronx, NY 10462, USA",40.850805,-73.8621136
5819,HICKS & BALTIC STS,"Baltic St, Brooklyn, NY, USA",40.68420310000001,-73.990189
5820,34 AVE & 108 ST,"108th St & 34th Ave, Queens, NY 11368, USA",40.7563316,-73.8607272
5821,CATALPA & FOREST AVES,"Catalpa Ave & Forest Ave, Queens, NY 11385, USA",40.702449,-73.900986
5822,FOCH BLVD & 153 ST,"153-07 Foch Blvd, Jamaica, NY 11434, USA",40.6816863,-73.7896698
5823,SOUTH & CATHERINE STS,"Catherine St, New York, NY, USA",40.7121323,-73.99694040000001
5824,FINDLAY AVE & 168 ST,"Findlay Ave & E 168th St, The Bronx, NY 10456, USA",40.8331249,-73.91215190000001
5825,143 RD & 173 ST,"173rd St & 143rd Rd, Queens, NY 11434, USA",40.66931500000001,-73.767202
5826,NO. CONDUIT AVE OPP 179 ST,"N Conduit Ave, Queens, NY, USA",40.6669522,-73.79574869999998
5827,CALDWELL AVE & 69 LA.,"69-14 Caldwell Ave, Flushing, NY 11378, USA",40.72322800000001,-73.893541
5828,NEW YORK AVE & MARTENSE ST,"New York Ave & Martense St, Brooklyn, NY 11203, USA",40.651848,-73.9467717
5829,AMSTERDAM AVE & 134 ST,"Amsterdam Ave & W 134th St, New York, NY 10031, USA",40.8182429,-73.9527374
5830,ATLANTIC & GEORGIA AVES,"Georgia, USA",32.1656221,-82.9000751
5831,MEEKER AVE & MONITOR ST,"Meeker Ave & Monitor St, Brooklyn, NY 11222, USA",40.7216594,-73.94197690000001
5832,VERR BR-U/L-MAIN CONTROL BOOTH AT TOLL G,"New York, NY, USA",40.7127753,-74.0059728
5833,RIVERSIDE BLVD & W 67 ST,"Riverside Blvd & W 67th St, New York, NY 10069, USA",40.77748570000001,-73.9888483
5834,ROGERS AVE & STERLING PL,"Rogers Ave & Sterling Pl, Brooklyn, NY 11216, USA",40.6726826,-73.95302009999997
5835,ROCKAWAY BLVD OPP 136 AVE,"Rockaway Blvd, Queens, NY, USA",40.6743114,-73.80136929999998
5836,MEEKER AVE & HUMBOLDT ST,"810 Humboldt St Suite 2A, Brooklyn, NY 11222, USA",40.72957879999999,-73.94572190000002
5837,CENTRAL PARK W & W 77 ST,"Central Park West & W 77th St, New York, NY 10024, USA",40.7794829,-73.97358109999998
5838,HOPKINSON AVE / BOYLAND ST & CHAUNCEY ST,"Thomas S Boyland St & Chauncey St, Brooklyn, NY 11233, USA",40.68213770000001,-73.91433459999998
5839,120 AVE & 178 ST,"120th Ave & 178th St, Queens, NY 11434, USA",40.685212,-73.766111
5840,107 AVE & 115 ST,"107th Ave & 115th St, Queens, NY 11419, USA",40.6834403,-73.82660899999998
5841,101 AVE & 132 ST,"101st Ave & 132nd St, Queens, NY 11419, USA",40.6929731,-73.8153676
5842,FRANKLIN AVE & CLIFTON PL,"Clifton Pl & Franklin Ave, Brooklyn, NY 11238, USA",40.688463,-73.957132
5843,CLOVE RD AND HANOVER AVE,"Clove Rd & Hanover Ave, Staten Island, NY 10304, USA",40.606463700000006,-74.08734249999998
5844,TOMPKINS COURT & VAN ST,"Van St & Tompkins Ct, Staten Island, NY 10310, USA",40.6395331,-74.11949249999998
5845,LEXINGTON AVE & 71 ST,"Lexington Ave & E 71st St, New York, NY 10021, USA",40.7697428,-73.9627071
5846,LIVONIA AVE & BARBEY ST,"Barbey St & Livonia Ave, Brooklyn, NY 11207, USA",40.665994,-73.885795
5847,METROPOLITAN AVE & BERRY ST,"Metropolitan Ave & Berry St, Brooklyn, NY 11249, USA",40.7159287,-73.96191529999999
5848,18 AVE & 53 ST,"53rd St & 18th Ave, Brooklyn, NY 11204, USA",40.6260503,-73.9832614
5849,E TREMONT AVE & SCHLEY AVE,"Schley Ave & E Tremont Ave, The Bronx, NY 10465, USA",40.8243617,-73.8202167
5850,1 AVE & 55 ST,"1st Avenue & E 55th St, New York, NY 10022, USA",40.75701309999999,-73.963871
5851,10 AVE & 71 ST,"10th Ave & 71st St, Brooklyn, NY 11228, USA",40.62656670000001,-74.0116651
5852,SPENCER AVE & W 262 ST,"W 262nd St & Spencer Ave, The Bronx, NY 10471, USA",40.9109141,-73.89835330000003
5853,58 AVE & 255 ST,"58th Ave & 255th St, Queens, NY 11362, USA",40.7616238,-73.72527989999998
5854,TRYON AVE & GUN HILL RD,"Tryon Ave & E Gun Hill Rd, The Bronx, NY 10467, USA",40.8802698,-73.87679200000002
5855,CROPSEY AVE & 16 AVE,"Cropsey Ave & 16th Ave, Brooklyn, NY 11228, USA",40.6052204,-74.0123796
5856,LAMBERTS LANE AND ASTOR AVE,"Astor Ave & Lamberts Ln, Staten Island, NY 10314, USA",40.615049,-74.15930569999998
5857,115 AVE & 175 PL,"115th Ave & 175th Pl, Queens, NY 11434, USA",40.691312,-73.77377800000002
5858,CONYINGHAM & AUSABLE AVES,"Conyingham Ave & Ausable Ave, Staten Island, NY 10301, USA",40.6369775,-74.1030327
5859,MILES AVE & SWINTON AVE,"Miles Ave & Swinton Ave, The Bronx, NY 10465, USA",40.817574,-73.82056299999998
5860,CHURCH AVE & E 46 ST,"E 46th St & Church Ave, Brooklyn, NY 11203, USA",40.6515642,-73.9342705
5861,ROCKAWAY BEACH BLVD & BEACH 50 ST,"Rockaway Beach Blvd & Beach 50th St, Queens, NY 11691, USA",40.5932148,-73.7807105
5862,29 AVE & HUMPHREYS ST,"29th Ave & Humphreys St, Queens, NY 11369, USA",40.7621218,-73.86628770000002
5863,CROPSEY AVE & HART PL,"Cropsey Ave & Hart Pl, Brooklyn, NY 11224, USA",40.5806881,-73.9855851
5864,7 AVE & 26 ST,"7th Ave & W 26th St, New York, NY 10001, USA",40.7459988,-73.9942772
5865,MARBLE HILL AVE & FT CHARLES PL,"Marble Hill Ave & Fort Charles Pl, New York, NY 10463, USA",40.8762505,-73.90943440000002
5866,WASHINGTON AVE & CLAREMONT PKY,"Washington Ave & Claremont Pkwy, The Bronx, NY 10457, USA",40.8388713,-73.90264979999998
5867,E167 ST & STEBBINS/REV POLITE AVE,"Stebbins Playground, 977 Rev James A Polite Ave, The Bronx, NY 10459, USA",40.8227656,-73.89854849999998
5868,12 AVE & 81 ST,"81 St & 12th Ave, Brooklyn, NY 11228, USA",40.6182325,-74.0131603
5869,7 AVE & 14 ST,"7th Ave & W 14th St, New York, NY 10011, USA",40.7385652,-73.9996865
5870,144 AVE & 226 ST,"144th Ave & 226th St, Queens, NY 11413, USA",40.664316,-73.752101
5871,52 AVE & 72 ST,"52nd Ave & 72nd St, Queens, NY 11377, USA",40.73368730000001,-73.8921316
5872,84 AVE & 117 ST,"84th Ave & 117th St, Queens, NY 11415, USA",40.7039278,-73.8345988
5873,H HUDSON - W 177 ST TO W 184 ST-BY GWB->,"W 177th St, New York, NY, USA",40.8455213,-73.9327993
5874,AVENUE D & BROOKLYN AVE,"Brooklyn Ave & Avenue D, Brooklyn, NY 11203, USA",40.6413087,-73.94274770000001
